 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,217,182,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,214,189,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,208,183,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,225,182,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,207,175,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,222,175,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,209,195,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,223,202,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,195,188,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,211,167,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,230,176,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,192,172,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,230,161,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,237,190,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,212,202,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,195,203,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,214,160,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,229,196,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,218,208,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,186,201,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,187,187,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,198,163,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,190,209,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,184,172,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,200,155,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,238,160,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,242,168,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,246,177,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,213,214,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,193,216,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,174,194,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,217,153,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,244,186,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,231,204,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,221,216,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,178,201,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,178,186,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,182,164,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,213,146,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,237,198,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,188,222,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,180,222,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,177,170,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,192,157,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,239,149,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,249,169,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,252,191,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,217,223,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,196,223,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,165,194,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,161,188,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,201,147,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,229,146,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,240,215,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,226,234,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,183,229,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,168,215,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,169,172,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,221,146,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,255,158,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,191,229,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,172,222,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,157,195,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,167,164,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,177,154,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,206,142,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,261,172,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,259,196,1,1,1,red,none,0,1,0,1,0
69,68,null,Point,none,239,207,1,1,1,red,none,0,1,0,1,0
70,69,null,Point,none,205,234,1,1,1,red,none,0,1,0,1,0
71,70,null,Point,none,158,208,1,1,1,red,none,0,1,0,1,0
72,71,null,Point,none,154,184,1,1,1,red,none,0,1,0,1,0
73,72,null,Point,none,181,148,1,1,1,red,none,0,1,0,1,0
74,73,null,Point,none,239,135,1,1,1,red,none,0,1,0,1,0
75,74,null,Point,none,251,143,1,1,1,red,none,0,1,0,1,0
76,75,null,Point,none,267,167,1,1,1,red,none,0,1,0,1,0
77,76,null,Point,none,266,184,1,1,1,red,none,0,1,0,1,0
78,77,null,Point,none,229,241,1,1,1,red,none,0,1,0,1,0
79,78,null,Point,none,181,236,1,1,1,red,none,0,1,0,1,0
80,79,null,Point,none,167,229,1,1,1,red,none,0,1,0,1,0
81,80,null,Point,none,160,215,1,1,1,red,none,0,1,0,1,0
82,81,null,Point,none,161,173,1,1,1,red,none,0,1,0,1,0
83,82,null,Point,none,191,137,1,1,1,red,none,0,1,0,1,0
84,83,null,Point,none,228,138,1,1,1,red,none,0,1,0,1,0
85,84,null,Point,none,236,222,1,1,1,red,none,0,1,0,1,0
86,85,null,Point,none,199,239,1,1,1,red,none,0,1,0,1,0
87,86,null,Point,none,158,228,1,1,1,red,none,0,1,0,1,0
88,87,null,Point,none,143,203,1,1,1,red,none,0,1,0,1,0
89,88,null,Point,none,150,191,1,1,1,red,none,0,1,0,1,0
90,89,null,Point,none,162,158,1,1,1,red,none,0,1,0,1,0
91,90,null,Point,none,211,130,1,1,1,red,none,0,1,0,1,0
92,91,null,Point,none,259,144,1,1,1,red,none,0,1,0,1,0
93,92,null,Point,none,254,207,1,1,1,red,none,0,1,0,1,0
94,93,null,Point,none,247,218,1,1,1,red,none,0,1,0,1,0
95,94,null,Point,none,222,247,1,1,1,red,none,0,1,0,1,0
96,95,null,Point,none,209,249,1,1,1,red,none,0,1,0,1,0
97,96,null,Point,none,166,237,1,1,1,red,none,0,1,0,1,0
98,97,null,Point,none,144,211,1,1,1,red,none,0,1,0,1,0
99,98,null,Point,none,147,180,1,1,1,red,none,0,1,0,1,0
100,99,null,Point,none,165,150,1,1,1,red,none,0,1,0,1,0
101,100,null,Point,none,248,136,1,1,1,red,none,0,1,0,1,0
102,101,null,Point,none,256,137,1,1,1,red,none,0,1,0,1,0
103,102,null,Point,none,274,171,1,1,1,red,none,0,1,0,1,0
104,103,null,Point,none,276,178,1,1,1,red,none,0,1,0,1,0
105,104,null,Point,none,268,200,1,1,1,red,none,0,1,0,1,0
106,105,null,Point,none,230,249,1,1,1,red,none,0,1,0,1,0
107,106,null,Point,none,193,244,1,1,1,red,none,0,1,0,1,0
108,107,null,Point,none,178,244,1,1,1,red,none,0,1,0,1,0
109,108,null,Point,none,149,226,1,1,1,red,none,0,1,0,1,0
110,109,null,Point,none,153,168,1,1,1,red,none,0,1,0,1,0
111,110,null,Point,none,173,139,1,1,1,red,none,0,1,0,1,0
112,111,null,Point,none,204,126,1,1,1,red,none,0,1,0,1,0
113,112,null,Point,none,232,130,1,1,1,red,none,0,1,0,1,0
114,113,null,Point,none,273,148,1,1,1,red,none,0,1,0,1,0
115,114,null,Point,none,236,244,1,1,1,red,none,0,1,0,1,0
116,115,null,Point,none,195,252,1,1,1,red,none,0,1,0,1,0
117,116,null,Point,none,151,234,1,1,1,red,none,0,1,0,1,0
118,117,null,Point,none,137,209,1,1,1,red,none,0,1,0,1,0
119,118,null,Point,none,136,202,1,1,1,red,none,0,1,0,1,0
120,119,null,Point,none,136,183,1,1,1,red,none,0,1,0,1,0
121,120,null,Point,none,150,153,1,1,1,red,none,0,1,0,1,0
122,121,null,Point,none,176,131,1,1,1,red,none,0,1,0,1,0
123,122,null,Point,none,191,129,1,1,1,red,none,0,1,0,1,0
124,123,null,Point,none,217,126,1,1,1,red,none,0,1,0,1,0
125,124,null,Point,none,258,214,1,1,1,red,none,0,1,0,1,0
126,125,null,Point,none,224,254,1,1,1,red,none,0,1,0,1,0
127,126,null,Point,none,203,255,1,1,1,red,none,0,1,0,1,0
128,127,null,Point,none,165,251,1,1,1,red,none,0,1,0,1,0
129,128,null,Point,none,149,249,1,1,1,red,none,0,1,0,1,0
130,129,null,Point,none,139,225,1,1,1,red,none,0,1,0,1,0
131,130,null,Point,none,140,176,1,1,1,red,none,0,1,0,1,0
132,131,null,Point,none,253,129,1,1,1,red,none,0,1,0,1,0
133,132,null,Point,none,261,130,1,1,1,red,none,0,1,0,1,0
134,133,null,Point,none,271,140,1,1,1,red,none,0,1,0,1,0
135,134,null,Point,none,281,159,1,1,1,red,none,0,1,0,1,0
136,135,null,Point,none,280,190,1,1,1,red,none,0,1,0,1,0
