 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,201,183,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,207,196,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,193,195,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,186,189,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,194,179,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,210,181,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,213,202,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,193,203,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,187,176,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,223,189,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,220,204,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,186,200,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,204,212,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,176,188,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,192,171,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,198,165,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,213,169,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,220,211,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,191,211,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,174,181,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,176,168,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,229,178,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,230,185,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,226,201,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,212,220,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,184,208,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,193,158,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,201,223,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,170,203,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,173,195,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,170,174,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,182,161,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,208,158,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,222,159,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,234,215,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,224,224,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,187,226,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,174,160,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,229,162,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,237,173,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,237,190,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,236,208,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,214,234,1,1,1,red,none,0,1,0,1,0
