 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,166,148,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,171,154,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,160,163,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,157,149,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,156,157,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,173,146,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,175,160,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,156,135,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,181,144,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,169,175,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,156,170,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,149,153,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,189,158,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,148,170,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,147,137,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,163,134,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,184,136,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,196,164,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,184,171,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,161,176,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,141,156,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,189,142,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,174,182,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,157,183,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,137,149,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,141,132,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,194,148,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,204,164,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,144,177,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,133,170,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,150,130,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,166,126,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,186,129,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,200,171,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,190,189,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,170,192,1,1,1,red,none,0,1,0,1,0
