 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,200,168,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,204,175,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,193,167,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,189,160,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,212,156,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,201,182,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,195,153,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,200,148,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,215,164,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,195,186,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,182,183,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,215,183,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,175,169,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,181,158,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,220,159,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,208,187,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,187,189,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,192,145,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,206,143,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,227,173,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,200,199,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,175,181,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,180,148,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,219,151,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,225,165,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,221,179,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,169,175,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,168,167,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,221,196,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,214,199,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,198,206,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,179,202,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,173,197,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,167,156,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,205,135,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,226,147,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,235,184,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,162,172,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,165,148,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,184,135,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,212,139,1,1,1,red,none,0,1,0,1,0
